tenant,invoice_id,interstate,status,invoice_date,created_on,invoice_no,ucode,batch,cgst,sgst,igst
th214,1038534,1,StockHidden,2025-06-21 00:00:00,2025-06-21 07:43:05,DR0406-25A000020,189000,ZVS24133,9.00,9.00,0.00
th214,1038534,1,StockHidden,2025-06-21 00:00:00,2025-06-21 07:43:05,DR0406-25A000020,I04416,B2403613,6.00,6.00,0.00
th214,1038534,1,StockHidden,2025-06-21 00:00:00,2025-06-21 07:43:05,DR0406-25A000020,I41936,GTF3070A,2.50,2.50,0.00
th214,1039024,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:15,PD0205-25A002348,031551,377E24227,6.00,6.00,0.00
th214,1039024,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:15,PD0205-25A002348,060175,4C80365,6.00,6.00,0.00
th214,1039024,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:15,PD0205-25A002348,115375,MTF24014,6.00,6.00,0.00
th214,1039024,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:15,PD0205-25A002348,192290,11222378,6.00,6.00,0.00
th214,1039024,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:15,PD0205-25A002348,219689,ZPH4AA4015,6.00,6.00,0.00
th214,1039024,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:15,PD0205-25A002348,240914,UA02546,6.00,6.00,0.00
th214,1039024,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:15,PD0205-25A002348,A21313,GT24144,6.00,6.00,0.00
th214,1039024,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:15,PD0205-25A002348,A43667,HTJ0525001AS,6.00,6.00,0.00
th214,1039024,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:15,PD0205-25A002348,C68007,PTTY0033,6.00,6.00,0.00
th214,1039024,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:15,PD0205-25A002348,C72421,02240958,6.00,6.00,0.00
th214,1039024,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:15,PD0205-25A002348,H83878,E2402462,6.00,6.00,0.00
th214,1039024,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:15,PD0205-25A002348,I00295,CMT242293,6.00,6.00,0.00
th214,1039024,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:15,PD0205-25A002348,I00556,CJ4064,6.00,6.00,0.00
th214,1039024,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:15,PD0205-25A002348,I12231,E2500074,6.00,6.00,0.00
th214,1039024,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:15,PD0205-25A002348,L78723,AMGS0023,6.00,6.00,0.00
th214,1039024,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:15,PD0205-25A002348,O46529,GTG0476A,6.00,6.00,0.00
th214,1039024,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:15,PD0205-25A002348,P68789,EMV242208B,6.00,6.00,0.00
th214,1039024,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:15,PD0205-25A002348,Q09056,ADJ0046,6.00,6.00,0.00
th214,1039025,1,pending-putaway,2025-06-21 00:00:00,2025-06-21 19:13:16,PD0205-25A002349,059910,TLK3L020,6.00,6.00,0.00
th214,1039026,1,StockHidden,2025-06-21 00:00:00,2025-06-21 19:13:18,PD0205-25A002714,I12969,N2402834,6.00,6.00,0.00
th214,1039027,1,live,2025-06-21 00:00:00,2025-06-21 19:13:18,PD0205-25A002715,241145,AA066,6.00,6.00,0.00
th214,1039028,1,live,2025-06-21 00:00:00,2025-06-21 19:13:18,PD0205-25A002716,E60895,INA24085,6.00,6.00,0.00
th214,1039212,1,live,2025-06-22 00:00:00,2025-06-22 07:39:20,PD0405-25A000373,F65685,CR0074L,6.00,6.00,0.00
th214,1039812,1,live,2025-06-23 00:00:00,2025-06-23 09:33:06,DR0301-25A000001,122990,2964L028,6.00,6.00,0.00
th214,1039812,1,live,2025-06-23 00:00:00,2025-06-23 09:33:06,DR0301-25A000001,227371,FHA0394,6.00,6.00,0.00
th214,1039812,1,live,2025-06-23 00:00:00,2025-06-23 09:33:06,DR0301-25A000001,242000,4SA2194,6.00,6.00,0.00
th214,1039812,1,live,2025-06-23 00:00:00,2025-06-23 09:33:06,DR0301-25A000001,242383,TC0077,6.00,6.00,0.00
th214,1039812,1,live,2025-06-23 00:00:00,2025-06-23 09:33:06,DR0301-25A000001,266930,AFB23Z200,6.00,6.00,0.00
th214,1039812,1,live,2025-06-23 00:00:00,2025-06-23 09:33:06,DR0301-25A000001,305002,153TNF145,6.00,6.00,0.00
th214,1039812,1,live,2025-06-23 00:00:00,2025-06-23 09:33:06,DR0301-25A000001,I12204,PCTEM23210,6.00,6.00,0.00
th214,1039812,1,live,2025-06-23 00:00:00,2025-06-23 09:33:06,DR0301-25A000001,P47530,50240028,6.00,6.00,0.00
th214,1041624,1,StockHidden,2025-06-26 00:00:00,2025-06-26 06:13:28,DR0301-25A000005,D92834,ZHA0033,6.00,6.00,0.00
th214,1041624,1,StockHidden,2025-06-26 00:00:00,2025-06-26 06:13:28,DR0301-25A000005,I04427,AFB23T13,6.00,6.00,0.00
th214,1041624,1,StockHidden,2025-06-26 00:00:00,2025-06-26 06:13:28,DR0301-25A000005,Q21355,ASBS0042,6.00,6.00,0.00
th214,1041626,1,StockHidden,2025-06-26 00:00:00,2025-06-26 06:14:37,DR0301-25A000006,U82150,Z05EB23005,6.00,6.00,0.00
th214,1041975,1,live,2025-06-26 00:00:00,2025-06-26 11:05:30,DR0301-25A000008,I10779,722400273,6.00,6.00,0.00
th214,1042024,1,StockHidden,2025-06-26 00:00:00,2025-06-26 11:28:26,DR0301-25A000011,Y74803,K2302356,6.00,6.00,0.00
th214,1067375,1,StockHidden,2025-08-01 00:00:00,2025-08-01 11:54:12,PA0147-25A000008,R55223,CT5072001,6.00,6.00,0.00
th214,1067376,1,StockHidden,2025-08-01 00:00:00,2025-08-01 11:54:17,PA0147-25A000009,R55223,CT5072001,6.00,6.00,0.00
th223,68396,1,StockHidden,2025-05-28 00:00:00,2025-05-28 06:58:00,PD0408-25A000828,W56285,N2301707,6.00,6.00,0.00
th223,68396,1,StockHidden,2025-05-28 00:00:00,2025-05-28 06:58:00,PD0408-25A000828,193221,N2301392,6.00,6.00,0.00
th223,68397,1,StockHidden,2025-05-28 00:00:00,2025-05-28 07:00:37,PD0408-25A000831,I01379,Z06AZ23006,6.00,6.00,0.00
th223,68398,1,StockHidden,2025-05-28 00:00:00,2025-05-28 07:07:24,PD0408-25A000836,I13889,2978K001,6.00,6.00,0.00
th223,68401,1,StockHidden,2025-05-28 00:00:00,2025-05-28 07:11:13,PD0408-25A000841,I00967,WUR053D,6.00,6.00,0.00
th223,68455,1,StockHidden,2025-05-29 00:00:00,2025-05-29 06:51:55,PD0406-25A000489,275637,SIE1642A,6.00,6.00,0.00
th223,68455,1,StockHidden,2025-05-29 00:00:00,2025-05-29 06:51:55,PD0406-25A000489,241718,GTE2215A,6.00,6.00,0.00
th223,68455,1,StockHidden,2025-05-29 00:00:00,2025-05-29 06:51:55,PD0406-25A000489,I04558,SID0902A,6.00,6.00,0.00
th223,68455,1,StockHidden,2025-05-29 00:00:00,2025-05-29 06:51:55,PD0406-25A000489,105050,SIE1260A,2.50,2.50,0.00
th223,68455,1,StockHidden,2025-05-29 00:00:00,2025-05-29 06:51:55,PD0406-25A000489,144100,GTE0629A,6.00,6.00,0.00
th223,68462,1,StockHidden,2025-05-29 00:00:00,2025-05-29 07:18:12,PD0406-25A000499,F39594,K0HPW010,6.00,6.00,0.00
th223,68468,1,StockHidden,2025-05-29 00:00:00,2025-05-29 07:26:20,PD0406-25A000502,I41337,AMG005,9.00,9.00,0.00
th223,68470,1,StockHidden,2025-05-29 00:00:00,2025-05-29 07:27:35,PD0406-25A000503,080346,SXE2092A,6.00,6.00,0.00
th223,68470,1,StockHidden,2025-05-29 00:00:00,2025-05-29 07:27:35,PD0406-25A000503,052416,GTE0739B,6.00,6.00,0.00
th223,68471,1,StockHidden,2025-05-29 00:00:00,2025-05-29 07:36:39,PD0406-25A000505,344571,2314302IS,6.00,6.00,0.00
th223,68473,1,StockHidden,2025-05-29 00:00:00,2025-05-29 07:51:09,PD0406-25A000512,J83764,23461777,6.00,6.00,0.00
th223,68494,1,StockHidden,2025-05-29 00:00:00,2025-05-29 11:33:10,PD0406-25A000521,082760,GTE1004A,6.00,6.00,0.00
th223,68494,1,StockHidden,2025-05-29 00:00:00,2025-05-29 11:33:10,PD0406-25A000521,D55046,SIE1009A,6.00,6.00,0.00
th223,68494,1,StockHidden,2025-05-29 00:00:00,2025-05-29 11:33:10,PD0406-25A000521,U56016,SIE0606A,6.00,6.00,0.00
th223,68498,1,StockHidden,2025-05-29 00:00:00,2025-05-29 12:18:18,PD0205-25A002475,269218,PJRAF47,6.00,6.00,0.00
th223,68501,1,StockHidden,2025-05-29 00:00:00,2025-05-29 12:42:57,PD0406-25A000532,279161,BW0222001,6.00,6.00,0.00
th223,68502,1,StockHidden,2025-05-29 00:00:00,2025-05-29 12:53:41,PD0406-25A000537,I26827,WD004,6.00,6.00,0.00
th223,68524,1,StockHidden,2025-05-30 00:00:00,2025-05-30 05:16:44,PD0406-25A000538,063908,SN20954,6.00,6.00,0.00
th223,68524,1,StockHidden,2025-05-30 00:00:00,2025-05-30 05:16:44,PD0406-25A000538,I15684,G2CW223035,6.00,6.00,0.00
th223,68533,1,StockHidden,2025-05-30 00:00:00,2025-05-30 05:55:57,PD0406-25A000548,188040,BTK103002BH,6.00,6.00,0.00
th223,68534,1,StockHidden,2025-05-30 00:00:00,2025-05-30 05:57:23,PD0406-25A000550,Q97895,28024920,6.00,6.00,0.00
th223,68535,1,StockHidden,2025-05-30 00:00:00,2025-05-30 06:00:57,PD0406-25A000554,I04112,AFSE2304,6.00,6.00,0.00
th223,68539,1,StockHidden,2025-05-30 00:00:00,2025-05-30 06:05:07,PD0406-25A000559,269428,SIE0642B,6.00,6.00,0.00
th223,68576,1,StockHidden,2025-05-30 00:00:00,2025-05-30 09:57:42,PD0405-25A000336,079185,BA31433,6.00,6.00,0.00
th223,68576,1,StockHidden,2025-05-30 00:00:00,2025-05-30 09:57:42,PD0405-25A000336,079190,SA32137,6.00,6.00,0.00
th223,68577,1,StockHidden,2025-05-30 00:00:00,2025-05-30 09:58:06,PD0405-25A000337,205473,U302169,6.00,6.00,0.00
th223,68579,1,StockHidden,2025-05-30 00:00:00,2025-05-30 09:59:06,PD0405-25A000339,079510,I302990,6.00,6.00,0.00
th223,68582,1,StockHidden,2025-05-30 00:00:00,2025-05-30 10:01:03,PD0405-25A000343,T79343,083K012,6.00,6.00,0.00
th223,68641,1,StockHidden,2025-05-31 00:00:00,2025-05-31 10:33:33,PD0205-25A002767,I09557,D15X062,6.00,6.00,0.00
th223,68648,1,StockHidden,2025-05-31 00:00:00,2025-05-31 11:54:14,PD0405-25A000389,196013,C830384,6.00,6.00,0.00
th223,68648,1,StockHidden,2025-05-31 00:00:00,2025-05-31 11:54:14,PD0405-25A000389,I13958,C2VAV39,6.00,6.00,0.00
th223,68650,1,StockHidden,2025-05-31 00:00:00,2025-05-31 11:54:56,PD0405-25A000391,079510,I302990,6.00,6.00,0.00
th223,68651,1,StockHidden,2025-05-31 00:00:00,2025-05-31 11:56:02,PD0405-25A000393,265182,PMOAG16,6.00,6.00,0.00
th223,68653,1,StockHidden,2025-05-31 00:00:00,2025-05-31 11:59:44,PD0405-25A000400,L43985,K2300995,6.00,6.00,0.00
th223,68653,1,StockHidden,2025-05-31 00:00:00,2025-05-31 11:59:44,PD0405-25A000400,V20435,23S2GTB714,6.00,6.00,0.00
th223,68653,1,StockHidden,2025-05-31 00:00:00,2025-05-31 11:59:44,PD0405-25A000400,253973,K2201235,6.00,6.00,0.00
th223,68654,1,StockHidden,2025-05-31 00:00:00,2025-05-31 12:00:05,PD0405-25A000401,P75805,AXA0047,6.00,6.00,0.00
th223,68655,1,StockHidden,2025-05-31 00:00:00,2025-05-31 12:01:58,PD0405-25A000404,254905,FGV033001AS,6.00,6.00,0.00
th223,68657,1,StockHidden,2025-05-31 00:00:00,2025-05-31 17:13:40,U0425-25A0000004,I03284,NB23073,6.00,6.00,0.00
th223,68805,1,StockHidden,2025-06-03 00:00:00,2025-06-03 05:25:33,PD0214-25A006033,192648,GKE0853A,6.00,6.00,0.00
th223,68811,1,StockHidden,2025-06-03 00:00:00,2025-06-03 05:38:30,PD0214-25A006062,117370,DFE8206A,6.00,6.00,0.00
th223,68812,1,StockHidden,2025-06-03 00:00:00,2025-06-03 05:41:32,PD0214-25A006066,183816,GN120019,6.00,6.00,0.00
th223,68821,1,StockHidden,2025-06-03 00:00:00,2025-06-03 06:52:26,PD0406-25A000584,149880,23001,6.00,6.00,0.00
th223,68822,1,StockHidden,2025-06-03 00:00:00,2025-06-03 07:18:59,PD0406-25A000593,365529,23070281,6.00,6.00,0.00
th223,68823,1,StockHidden,2025-06-03 00:00:00,2025-06-03 07:26:22,PD0406-25A000597,015206,N2201267,6.00,6.00,0.00
th223,68824,1,StockHidden,2025-06-03 00:00:00,2025-06-03 07:27:14,PD0406-25A000598,I00968,2EN7K001,6.00,6.00,0.00
th223,68826,1,StockHidden,2025-06-03 00:00:00,2025-06-03 07:28:20,PD0406-25A000599,023505,SIE1303A,6.00,6.00,0.00
th223,68827,1,StockHidden,2025-06-03 00:00:00,2025-06-03 07:29:58,PD0406-25A000600,I12111,AEJ1263,6.00,6.00,0.00
th223,68828,1,StockHidden,2025-06-03 00:00:00,2025-06-03 07:30:41,PD0406-25A000601,I00331,BCALE093,9.00,9.00,0.00
th223,68832,1,StockHidden,2025-06-03 00:00:00,2025-06-03 08:52:24,PD0406-25A000608,I02082,NCA0008,6.00,6.00,0.00
th223,68832,1,StockHidden,2025-06-03 00:00:00,2025-06-03 08:52:24,PD0406-25A000608,255530,SID3043B,6.00,6.00,0.00
th223,68833,1,StockHidden,2025-06-03 00:00:00,2025-06-03 08:53:21,PD0406-25A000609,247976,SB30347,6.00,6.00,0.00
th223,68833,1,StockHidden,2025-06-03 00:00:00,2025-06-03 08:53:21,PD0406-25A000609,079160,SN21017,6.00,6.00,0.00
th223,68834,1,StockHidden,2025-06-03 00:00:00,2025-06-03 08:53:56,PD0406-25A000610,I07645,23048AZWIA,9.00,9.00,0.00
th223,68843,1,StockHidden,2025-06-03 00:00:00,2025-06-03 09:05:43,PD0205-25A002869,S83064,EMV241127A,6.00,6.00,0.00
th223,68846,1,StockHidden,2025-06-03 00:00:00,2025-06-03 09:07:17,PD0205-25A002874,S05826,51240173,9.00,9.00,0.00
th223,68849,1,StockHidden,2025-06-03 00:00:00,2025-06-03 09:08:25,PD0205-25A002877,S05826,51240173,9.00,9.00,0.00
th223,68853,1,StockHidden,2025-06-03 00:00:00,2025-06-03 09:09:51,PD0205-25A002881,I36046,NS24004,6.00,6.00,0.00
th223,68857,1,StockHidden,2025-06-03 00:00:00,2025-06-03 09:11:19,PD0205-25A002884,254045,ANAT2305,9.00,9.00,0.00
th223,68858,1,StockHidden,2025-06-03 00:00:00,2025-06-03 09:12:04,PD0205-25A002886,078985,AT-190622,2.50,2.50,0.00
th223,68860,1,StockHidden,2025-06-03 00:00:00,2025-06-03 09:12:30,PD0205-25A002887,117345,DFE0609A,6.00,6.00,0.00
th223,68907,1,StockHidden,2025-06-04 00:00:00,2025-06-04 06:18:34,U0413-25A0000010,193234,013K058,6.00,6.00,0.00
th223,68954,1,StockHidden,2025-06-05 00:00:00,2025-06-05 05:06:55,PD0406-25A000612,264601,AYJ0158,6.00,6.00,0.00
th223,68957,1,StockHidden,2025-06-05 00:00:00,2025-06-05 05:33:53,PD0406-25A000628,W89362,NZB23011,6.00,6.00,0.00
th223,68983,1,StockHidden,2025-06-05 00:00:00,2025-06-05 11:07:37,PD0406-25A000635,206665,05682,6.00,6.00,0.00
th223,68984,1,StockHidden,2025-06-05 00:00:00,2025-06-05 11:14:36,PD0406-25A000642,104240,4SN0118,6.00,6.00,0.00
th223,68985,1,StockHidden,2025-06-05 00:00:00,2025-06-05 11:49:44,PD0406-25A000645,080346,SXE2109A,6.00,6.00,0.00
th223,68985,1,StockHidden,2025-06-05 00:00:00,2025-06-05 11:49:44,PD0406-25A000645,I19907,ZRB0031,9.00,9.00,0.00
th223,68986,1,StockHidden,2025-06-05 00:00:00,2025-06-05 11:52:09,PD0406-25A000649,254228,121TGE009,6.00,6.00,0.00
th223,68987,1,StockHidden,2025-06-05 00:00:00,2025-06-05 11:53:21,PD0406-25A000651,104095,SIE0878A,6.00,6.00,0.00
th223,68988,1,StockHidden,2025-06-05 00:00:00,2025-06-05 11:56:11,PD0406-25A000653,I40847,G0131,6.00,6.00,0.00
th223,68999,1,StockHidden,2025-06-06 00:00:00,2025-06-06 08:06:56,PD0406-25A000662,107325,I301508,6.00,6.00,0.00
th223,69054,1,StockHidden,2025-06-07 00:00:00,2025-06-07 10:39:16,PD0406-25A000676,226697,GKE0390A,6.00,6.00,0.00
th223,69056,1,StockHidden,2025-06-07 00:00:00,2025-06-07 10:40:49,PD0406-25A000677,240817,23440976,6.00,6.00,0.00
th223,69056,1,StockHidden,2025-06-07 00:00:00,2025-06-07 10:40:49,PD0406-25A000677,270866,23440495,6.00,6.00,0.00
th223,69057,1,StockHidden,2025-06-07 00:00:00,2025-06-07 10:41:30,PD0406-25A000678,167918,APQ23015,6.00,6.00,0.00
th223,69057,1,StockHidden,2025-06-07 00:00:00,2025-06-07 10:41:30,PD0406-25A000678,254228,121TGE009,6.00,6.00,0.00
th223,69074,1,StockHidden,2025-06-07 00:00:00,2025-06-07 12:03:50,PD0406-25A000684,255023,SXE0457A,6.00,6.00,0.00
th223,69077,1,StockHidden,2025-06-07 00:00:00,2025-06-07 12:19:01,PD0406-25A000699,I48119,INP24BH05,6.00,6.00,0.00
th223,69079,1,StockHidden,2025-06-07 00:00:00,2025-06-07 12:27:25,PD0428-25A001375,035595,C7AEW015,6.00,6.00,0.00
th223,69105,1,StockHidden,2025-06-09 00:00:00,2025-06-09 08:23:10,PD0406-25A000736,040861,SB20076,6.00,6.00,0.00
th223,69106,1,StockHidden,2025-06-09 00:00:00,2025-06-09 08:23:36,PD0406-25A000737,Z02755,S2397903B,6.00,6.00,0.00
th223,69107,1,StockHidden,2025-06-09 00:00:00,2025-06-09 08:29:48,PD0406-25A000738,I41923,HTJ0013,6.00,6.00,0.00
th223,69108,1,StockHidden,2025-06-09 00:00:00,2025-06-09 08:30:29,PD0406-25A000739,X68523,SID2016A,9.00,9.00,0.00
th223,69109,1,StockHidden,2025-06-09 00:00:00,2025-06-09 08:31:03,PD0406-25A000740,A79997,GT04143,6.00,6.00,0.00
th223,69110,1,StockHidden,2025-06-09 00:00:00,2025-06-09 08:32:38,PD0406-25A000741,135975,SIF2090A,6.00,6.00,0.00
th223,69178,1,StockHidden,2025-06-10 00:00:00,2025-06-10 08:11:59,PD0205-25A003113,T53916,SIS305,6.00,6.00,0.00
th223,69179,1,StockHidden,2025-06-10 00:00:00,2025-06-10 08:12:29,PD0205-25A003115,192453,BG3015A,6.00,6.00,0.00
th223,69182,1,StockHidden,2025-06-10 00:00:00,2025-06-10 08:13:14,PD0205-25A003118,246298,22440637,6.00,6.00,0.00
th223,69184,1,StockHidden,2025-06-10 00:00:00,2025-06-10 08:14:44,PD0205-25A003122,I36870,23BG0016,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,I09272,4V2W001,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,192142,GTE0998A,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,161576,FJA0023,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,U55094,E2301707,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,191670,A3AGW010,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,196979,W296,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,196163,M1ALV002,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,B86190,AVCS0073,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,W65850,B7EAW004,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,136995,GKD0442A,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,E16260,ZHA0005,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,192842,GTE0886A,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,030050,SIE1601A,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,254512,SIF0114A,9.00,9.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,385037,ADH0076,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,254692,FHA0486,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,U39587,A2LLW007,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,224743,SIE1015A,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,I05808,E2201736,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,124685,E0ALX001,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,224743,SIE1238A,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,A30909,GEJ0128,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,196138,GTE1732A,6.00,6.00,0.00
th223,69219,1,StockHidden,2025-06-11 00:00:00,2025-06-11 05:26:02,U0428-25A0000001,V94535,SIE1053A,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,I36250,K7HPW001,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,254828,GKE1202A,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,U19050,GTE1150A,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,037745,DFF1191A,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,173580,SIE0896A,2.50,2.50,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,069360,EL3030,2.50,2.50,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,224989,I42W010,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,214731,A5BEW016,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,144105,GTE1271A,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,273014,A6JQW029,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,269773,B1CTX015,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,O47215,AMHS0102,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,037745,DFF0060A,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,Z45028,TVBR-305,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,267783,E5HPW006,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,224966,TDSY23006,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,326232,SSO-1435,9.00,9.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,267757,VGWM150,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,157360,PCJ0375,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,242008,SID3253A,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,J80652,A4BUW004,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,154827,SID3498A,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,S21768,SIE0152A,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,R42694,ZNA0024,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,192036,DWCS0034,6.00,6.00,0.00
th223,69222,1,StockHidden,2025-06-11 00:00:00,2025-06-11 06:15:51,U0428-25A0000002,I32149,WSA0019,6.00,6.00,0.00
th223,69242,1,StockHidden,2025-06-11 00:00:00,2025-06-11 11:57:16,U0428-25A0000006,227483,A6BQW006,6.00,6.00,0.00
th223,69242,1,StockHidden,2025-06-11 00:00:00,2025-06-11 11:57:16,U0428-25A0000006,I14276,SID2693A,6.00,6.00,0.00
th223,69242,1,StockHidden,2025-06-11 00:00:00,2025-06-11 11:57:16,U0428-25A0000006,D49820,ZRB0016,9.00,9.00,0.00
th223,69242,1,StockHidden,2025-06-11 00:00:00,2025-06-11 11:57:16,U0428-25A0000006,I08982,MBJ0035,6.00,6.00,0.00
th223,69242,1,StockHidden,2025-06-11 00:00:00,2025-06-11 11:57:16,U0428-25A0000006,X45471,CARY23010,9.00,9.00,0.00
th223,69242,1,StockHidden,2025-06-11 00:00:00,2025-06-11 11:57:16,U0428-25A0000006,I29775,C3CMW009,6.00,6.00,0.00
th223,69242,1,StockHidden,2025-06-11 00:00:00,2025-06-11 11:57:16,U0428-25A0000006,059566,RMDM120,6.00,6.00,0.00
