dest_tenant,source_tenant,purchase_issue_id,invoice_id,invoice_no,pr_type,invoice_tenant,is_invoice_tenant_same,purchase_issue_status
th435,th214,846782,1066337,DR0418-25A000200,PURCHASE_RETURN,,False,READY_FOR_RACKING
th435,th214,846793,1066071,DR0418-25A000198,PURCHASE_RETURN,,False,READY_FOR_RACKING
th435,th214,846794,1066071,DR0418-25A000198,PURCHASE_RETURN,,False,READY_FOR_RACKING
th429,th214,847005,994559,AR140-25-4,PURCHASE_RETURN,,False,READY_FOR_RACKING
th429,th214,847121,1070033,KR/25-26/21437,PURCHASE_RETURN,,False,READY_FOR_RACKING
th429,th214,847180,1049638,AR140-25-667,PURCHASE_RETURN,,False,READY_FOR_RACKING
th279,th214,852412,587823,MR45-23-2815,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th279,th214,852409,587823,MR45-23-2815,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th279,th214,852413,587823,MR45-23-2815,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th279,th214,852416,587823,MR45-23-2815,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th279,th214,852417,587823,MR45-23-2815,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th429,th214,857428,1057238,T0429-25A0001355,PURCHASE_RETURN,,False,pending
th213,th214,857446,50256,134LS3002846,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857448,103719,SYSTOPIC/1077,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857447,105613,SYSTOPIC/1854,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857449,109526,134LS3003450,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857450,105896,SYSTOPIC/1537,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857451,51270,23201008639,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857452,104802,SYSTOPIC/2755,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857453,107871,134LS2005296,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857454,51323,23201004399,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857455,109785,134LS3006358,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857456,40604,SYSTOPIC/63,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857457,109650,134LS3003939,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857458,105505,SYSTOPIC/2419,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857459,51487,23201024537,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857460,12431,134LS4002046,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857461,105505,SYSTOPIC/2419,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857462,109612,23201017985,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857463,109672,134LS3004835,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857465,109650,134LS3003939,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857464,10957,23201030859,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857467,50285,134LS3006838,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857466,64303,5321304898,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857468,109350,23201021096,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857469,12860,134LS4002689,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857471,10957,23201030859,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857470,51646,23201021233,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857472,60540,5321223235,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857473,51927,23201030331,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857475,10957,23201030859,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857474,49242,134LS3000492,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857476,50344,134LS3007073,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857477,109785,134LS3006358,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857479,51868,23201021479,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857478,62966,5321301577,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857480,50285,134LS3006838,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857481,17251,5321400229,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857482,57812,5311020191,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857483,54923,470858,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857484,52686,301SN04303,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857485,109753,5613007265,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857486,58977,5311305392,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857487,53192,301SN18988,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857488,55787,5613029059,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857489,62259,9816143527,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857490,103356,SI2327102701,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857491,66057,5613005015,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857492,59024,9816129144,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857493,106812,SI2227146631,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857494,62575,9816136291,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857495,109753,5613007265,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857497,102393,SI2327107501,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857496,63250,9816136892,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857498,62959,9816137519,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857499,109840,5613006297,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857500,104209,SI2327134393,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857501,62241,9816142765,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857503,109792,SI2327122205,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857502,109665,5613015022,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857505,49328,1233706654,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857504,109665,5613015022,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857507,109809,1233703275,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857506,19619,6613014906,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857508,100032,S/39992,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857509,18815,6613005753,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857511,100044,S/39994,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857510,48214,1233700517,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857513,109863,DP-23-290406,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857512,109636,5613020533,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857515,109688,5613014472,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857514,49099,1233702508,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857516,48640,100/23/SL/884,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857517,65486,5613016633,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857518,109750,3168431910,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857519,65486,5613016633,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857520,50359,1401054662,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857521,109750,3168431910,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857522,109636,5613020533,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857523,53884,3168457193,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857524,109990,3168448434,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857525,109740,2301187,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857527,109987,3168461710,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857526,109677,1401055592,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857528,51608,2301642,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857529,109076,3168484428,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857531,49852,1401048389,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857532,49886,1401049502,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857530,109741,2302665,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857533,109549,3168469203,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857534,51040,2302589,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857535,109588,1401048758,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857536,46055,3276094077,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857537,15720,3168479493,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857540,109888,1401049648,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857538,109741,2302665,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857539,47264,3168420436,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857541,54265,3168456027,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857542,109964,MH0200041880,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857543,35466,ELAS/2554,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857544,109364,1401050338,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857545,109610,MH0200063775,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857547,109588,1401048758,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857548,109860,MH0200045310,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857546,100375,SD2327005932,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857549,49046,1401049817,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857550,108857,MH0200026743,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857551,100375,SD2327005932,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857552,49802,1401048277,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857553,109964,MH0200041880,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857555,103653,SD2327095388,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857556,109022,MH0200018445,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857554,49527,1401053133,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857557,104038,SD2327067359,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857559,109825,MH0200039869,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857558,109240,1401059661,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857560,49598,1401053789,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857561,103787,SD2327099405,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857563,109743,MH0200078508,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857564,109172,1401063494,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857562,109240,1401059661,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857565,107693,SD2227010782,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857566,109624,1401052768,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857567,109879,MH0200043388,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857568,103787,SD2327099405,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857569,109022,MH0200018445,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857571,109172,1401063494,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857570,49527,1401053133,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857572,109825,MH0200039869,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857573,104540,SD2327076456,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857574,109172,1401063494,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857575,104010,SD2327064849,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857576,109240,1401059661,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857577,38417,MH0200026854,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857578,109899,MH0200045299,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857579,33721,SD2327141834,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857580,109624,1401052768,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857581,109172,1401063494,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857582,102129,SD2327135672,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857583,109570,1401054306,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857584,109610,MH0200063775,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857585,12122,24021060,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857586,108127,MH0200054751,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857587,12818,1401059422,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857588,16584,327218,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857589,51133,227023,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857590,109231,MH0200010550,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857591,50665,231022156118,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857592,109432,231022149408,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857593,52502,269814,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857594,109947,MH0200068799,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857595,50540,231022150722,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857596,64922,47552303/1339,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857597,50990,231022148434,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857598,109871,MH0200067117,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857600,101044,MH22B1315991,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857599,11003,231022165014,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857602,17862,5603437012,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857601,51691,2320291394,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857603,104153,SD2327101712,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857604,52160,2320290876,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857605,109583,5603428034,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857606,107270,SD2227011771,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857607,109640,2320296040,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857608,107270,SD2227011771,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857610,54412,3320000268,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857609,63708,5603429795,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857612,109575,6320080733,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857611,62823,5603426098,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857613,60593,5640325974,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857614,101720,SD2327015042,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857616,101088,SD2327011146,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857615,109575,6320080733,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857617,109575,6320080733,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857618,55877,4113102192,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857619,109452,6320095149,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857620,59704,4113105647,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857621,109177,6320104373,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857622,107270,SD2227011771,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857623,57204,AH597,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857624,64795,6320084580,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857626,109705,6320102016,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857625,101044,MH22B1315991,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857628,101936,SD2327039068,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857627,37097,MUMGST2425/140,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857629,109705,6320102016,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857630,101936,SD2327039068,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857631,104153,SD2327101712,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857632,109933,OS2712425701,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857633,109683,6320075090,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857634,107270,SD2227011771,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857636,109886,OS2712422872,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857635,109705,6320102016,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857637,109770,OS2712457783,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857638,102056,SD2327042040,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857640,103796,SD2327101711,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857639,109116,6320111051,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857642,48534,017618,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857641,109566,6320089822,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857643,108052,6320059214,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857644,101929,SD2327008895,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857645,107833,009786,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857646,109763,6320098129,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857648,109846,6320099731,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857647,109673,6320087892,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857649,103693,SD2327096455,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857650,48057,012797,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857652,100014,SB-23-174196,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857651,109934,011403,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857653,104269,SD2327111435,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857654,48153,016359,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857656,109452,6320095149,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857655,101044,MH22B1315991,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857657,109693,018862,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857658,109566,6320089822,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857659,59408,400250,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857660,103796,SD2327101711,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857661,60642,6320089823,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857662,109846,6320099731,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857664,57239,3392388286,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857663,100618,SD2227014599,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857665,61485,6320093470,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857666,56410,3392407829,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857667,104435,SD2327071824,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857669,103744,SD2327056693,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857668,104793,SD2327076649,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857670,109542,271000913924,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857672,101044,MH22B1315991,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857671,105007,T000024,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857673,51948,271000887011,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857674,101553,SM/23/04590,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857675,109954,736/23/SN/1044,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857677,63410,736/23/SG/399,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857676,109424,271000897252,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857678,52819,301322317,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857679,109954,736/23/SN/1044,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857681,109954,736/23/SN/1044,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857680,109380,271000915171,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857682,53033,301250679,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857685,45571,301186491,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857683,109470,271000909067,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857684,52031,271000891271,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857686,109461,271000888949,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857689,35878,EP24000066,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857688,53912,301286398,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
th213,th214,857687,35161,EP24000024,PURCHASE_RETURN,th214,True,READY_FOR_RACKING
