id,ucode,batch,return_reason,return_quantity,purchase_issue_id,created_on,updated_on,bin,discount_percentage,name,expiry,mrp,discount_amount,discount_on,epr,sgst,cgst,igst,sgst_amount,cgst_amount,igst_amount,amount,purchase_rate,brand,division,item_type,pts,gst_applicable,pr,assigned_bin,status,pre_purchase_issue_id,ppio_in_PR,source_debit_note_number,source_tenant,update_pre_purchase_query,delete_purchase_issue_item_query
760075,W23783,TLE23027,EXPIRED,29,726532,2025-07-11 11:21:40,2025-07-11 11:21:40,,0.00,LACTARE ELAICHI FLAVOUR LACTATION ENHANCER GRANULES JAR OF 250GM,2025-07-31,430.00,0.00,EPR,230.35,6.00,6.00,0.00,400.81,400.81,0.00,7481.77,,BHARAT SERUMS & VACCINES LTD,DEFAULT (BHARAT SERUMS & VACCINES LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-574,IN_RACK,605781,605781,DR0214-25A003583,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 605781",DELETE FROM th214.purchase_issue_item WHERE id = 760075
730338,I07187,NP1725,EXPIRED,3,698462,2025-07-05 14:03:20,2025-07-05 14:03:20,,0.00,DABUR PUDIN HARA ACTIVE LIQ 10ML,2025-04-30,25.00,0.00,EPR,18.00,6.00,6.00,0.00,3.24,3.24,0.00,60.48,,,DEFAULT (DABUR INDIA LIMITED (OTC)),EXPIRED,0.00,1,0.00,PR0-R00-S00-587,IN_RACK,594416,594416,DR0214-25A003590,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 594416",DELETE FROM th214.purchase_issue_item WHERE id = 730338
730346,I07386,SR0019,EXPIRED,1,698470,2025-07-05 14:03:22,2025-07-05 14:03:22,,0.00,ZANDU PURE HONEY HEALTH FOOD BOTTLE OF 500 G,2025-03-31,240.00,0.00,EPR,185.14,2.50,2.50,0.00,4.63,4.63,0.00,194.40,,EMAMI LIMITED (OTC),DEFAULT (EMAMI LIMITED (OTC)),EXPIRED,0.00,1,0.00,PR0-R00-S00-587,IN_RACK,630752,630752,DR0214-25A003590,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 630752",DELETE FROM th214.purchase_issue_item WHERE id = 730346
730359,O15703,G23100,EXPIRED,1,698483,2025-07-05 14:03:25,2025-07-05 14:03:25,,0.00,LA SHIELD FISICO MATTE SUNSCREEN GEL SPF 50+ TUBE OF 50GM,2025-03-31,650.00,0.00,EPR,431.87,9.00,9.00,0.00,38.87,38.87,0.00,509.61,,GLENMARK PHARMACEUTICALS (OTC),GLENMARK CONSUMER CARE (GLENMARK PHARMACEUTICALS (OTC)),EXPIRED,0.00,1,0.00,PR0-R00-S00-587,IN_RACK,646921,646921,DR0214-25A003590,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 646921",DELETE FROM th214.purchase_issue_item WHERE id = 730359
730360,051580,BT00893,EXPIRED,1,698484,2025-07-05 14:03:25,2025-07-05 14:03:25,,0.00,DABUR SHILAJIT GOLD VITALITY CAPSULES STRIP OF 10,2025-03-31,255.00,0.00,EPR,187.00,6.00,6.00,0.00,11.22,11.22,0.00,209.44,,DABUR INDIA LIMITED (OTC),DEFAULT (DABUR INDIA LIMITED (OTC)),EXPIRED,0.00,1,0.00,PR0-R00-S00-587,IN_RACK,649252,649252,DR0214-25A003590,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 649252",DELETE FROM th214.purchase_issue_item WHERE id = 730360
697827,248438,TPJ0092,EXPIRED,2,667104,2025-06-27 10:45:09,2025-06-27 10:45:09,,0.00,LORSAID P 4 325MG STRIP OF 10 TABLETS,2025-03-31,109.06,0.00,EPR,66.23,6.00,6.00,0.00,7.95,7.95,0.00,148.36,,ABBOTT HEALTHCARE PVT LTD,GOAPPTIV (ABBOTT HEALTHCARE PVT LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-721,IN_RACK,622350,622350,DR0214-25A003692,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 622350",DELETE FROM th214.purchase_issue_item WHERE id = 697827
758983,B16810,G23-0058K,EXPIRED,1,725440,2025-07-11 11:14:01,2025-07-11 11:14:01,,0.00,KEVON BOX OF 50GM SOAP,2025-05-31,120.00,0.00,EPR,52.04,9.00,9.00,0.00,4.68,4.68,0.00,61.41,,GLOWDERMA LAB PVT LTD,DEFAULT (GLOWDERMA LAB PVT LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-859,IN_RACK,645198,645198,DR0214-25A003754,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 645198",DELETE FROM th214.purchase_issue_item WHERE id = 758983
739728,092310,XC23029,EXPIRED,1,706189,2025-07-08 14:04:22,2025-07-08 14:04:22,,0.00,HUMSTARD 30/70 40IU VIAL OF 10ML INJECTION,2025-02-28,159.08,0.00,EPR,101.48,2.50,2.50,0.00,2.54,2.54,0.00,106.55,,CADILA PHARMACEUTICALS LIMITED,TATTVAM (CADILA PHARMACEUTICALS LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-602,IN_RACK,673769,673769,DR0214-25A003599,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 673769",DELETE FROM th214.purchase_issue_item WHERE id = 739728
716187,273160,SDR-23019,EXPIRED,2,685445,2025-07-03 14:12:51,2025-07-03 14:12:51,,0.00,FOLIJON STRIP OF 10 CAPSULES,2025-03-31,187.55,0.00,EPR,122.33,6.00,6.00,0.00,14.68,14.68,0.00,274.02,,D.R. JOHNS LAB PHARMA,DEFAULT (D.R. JOHNS LAB PHARMA),EXPIRED,0.00,1,0.00,PR0-R00-S00-910,IN_RACK,643764,643764,DR0214-25A003795,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 643764",DELETE FROM th214.purchase_issue_item WHERE id = 716187
739797,193662,DJAI34,EXPIRED,1,706258,2025-07-08 14:04:38,2025-07-08 14:04:37,,0.00,MODUS 10MG STRIP OF 10 TABLETS,2025-03-31,66.98,0.00,EPR,45.45,6.00,6.00,0.00,2.73,2.73,0.00,50.90,,GLAXOSMITHKLINE,ORIGYN (GLAXOSMITHKLINE),EXPIRED,0.00,1,0.00,PR0-R00-S00-555,IN_RACK,672960,672960,DR0214-25A003535,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 672960",DELETE FROM th214.purchase_issue_item WHERE id = 739797
760091,109145,LB224,EXPIRED,5,726548,2025-07-11 11:21:42,2025-07-11 11:21:42,,0.00,LYNX 300MG AMPOULE OF 2ML INJECTION,2025-08-31,20.50,0.00,EPR,13.44,6.00,6.00,0.00,4.03,4.03,0.00,75.26,,WALLACE PHARMACEUTICALS,PHARMA (WALLACE PHARMACEUTICALS),EXPIRED,0.00,1,0.00,PR0-R00-S00-573,IN_RACK,654816,654816,DR0214-25A003582,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 654816",DELETE FROM th214.purchase_issue_item WHERE id = 760091
716617,F36047,220991,EXPIRED,1,685875,2025-07-03 14:13:40,2025-07-03 14:13:40,,0.00,MEDERMA ADVANCED PLUS SCAR GEL 10 GM,2025-03-31,485.00,0.00,EPR,167.32,9.00,9.00,0.00,15.06,15.06,0.00,197.44,,,OTC (WIN-MEDICARE PVT LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-966,IN_RACK,596955,596955,DR0214-25A003845,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 596955",DELETE FROM th214.purchase_issue_item WHERE id = 716617
716882,I35699,NYTD063,EXPIRED,1,686140,2025-07-03 14:14:21,2025-07-03 14:14:21,,0.00,NATUROLAX-A ISABGOL | CONSTIPATION RELIEF | ISABGOL HUSK |TASTY ORANGE FLAVOUR - 110G,2025-02-28,170.00,0.00,EPR,71.34,6.00,6.00,0.00,4.28,4.28,0.00,79.90,,PIRAMAL HEALTHCARE LIMITED,SHAKTI (PIRAMAL HEALTHCARE LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-657,IN_RACK,632600,632600,DR0214-25A003652,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 632600",DELETE FROM th214.purchase_issue_item WHERE id = 716882
716968,N51238,P2AEW002,EXPIRED,5,686226,2025-07-03 14:14:34,2025-07-03 14:14:34,,0.00,PICLIN PLUS COOL MINT CARDAMOM FLAVOUR SUGAR FREE BOTTLE OF 200ML SUSPENSION,2025-01-31,160.00,0.00,EPR,112.20,6.00,6.00,0.00,33.66,33.66,0.00,628.32,,A.MENARINI INDIA,DEFAULT (A.MENARINI INDIA),EXPIRED,0.00,1,0.00,PR0-R00-S00-1329,IN_RACK,629583,629583,DR0214-25A003943,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 629583",DELETE FROM th214.purchase_issue_item WHERE id = 716968
717113,I37515,2I23100,EXPIRED,1,686371,2025-07-03 14:15:16,2025-07-03 14:15:16,,0.00,DIZEXA STRIP OF 15 CAPSULES,2025-02-28,310.00,0.00,EPR,205.97,9.00,9.00,0.00,18.54,18.54,0.00,243.04,,SAFFRON THERAPEUTICS PVT LTD,DEFAULT (SAFFRON THERAPEUTICS PVT LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-804,IN_RACK,626821,626821,DR0214-25A003722,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 626821",DELETE FROM th214.purchase_issue_item WHERE id = 717113
717114,U17258,ZCN3C06,EXPIRED,1,686372,2025-07-03 14:15:17,2025-07-03 14:15:17,,0.00,RAFRON 40MG DSR STRIP OF 15 CAPSULES,2025-02-28,178.04,0.00,EPR,124.63,6.00,6.00,0.00,7.48,7.48,0.00,139.59,,SAFFRON FORMULATIONS PVT LTD,DEFAULT (SAFFRON FORMULATIONS PVT LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-804,IN_RACK,629492,629492,DR0214-25A003722,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 629492",DELETE FROM th214.purchase_issue_item WHERE id = 717114
717115,I03601,MT230472,EXPIRED,1,686373,2025-07-03 14:15:17,2025-07-03 14:15:17,,0.00,BENUVO STRIP OF 10 TABLETS,2025-02-28,192.00,0.00,EPR,134.40,6.00,6.00,0.00,8.06,8.06,0.00,150.53,,SAFFRON THERAPEUTICS PVT LTD,DEFAULT (SAFFRON THERAPEUTICS PVT LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-804,IN_RACK,639154,639154,DR0214-25A003722,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 639154",DELETE FROM th214.purchase_issue_item WHERE id = 717115
739774,O66972,EC23031A,EXPIRED,1,706235,2025-07-08 14:04:32,2025-07-08 14:04:31,,0.00,RAFRON L 20/75MG STRIP OF 15 CAPSULES,2025-04-30,405.00,0.00,EPR,283.50,6.00,6.00,0.00,17.01,17.01,0.00,317.52,,SAFFRON FORMULATIONS PVT LTD,DEFAULT (SAFFRON FORMULATIONS PVT LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-804,IN_RACK,673385,673385,DR0214-25A003722,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 673385",DELETE FROM th214.purchase_issue_item WHERE id = 739774
759887,I03601,MT230661,EXPIRED,1,726344,2025-07-11 11:20:38,2025-07-11 11:20:38,,0.00,BENUVO STRIP OF 10 TABLETS,2025-07-31,192.00,0.00,EPR,134.40,6.00,6.00,0.00,8.06,8.06,0.00,150.53,,SAFFRON THERAPEUTICS PVT LTD,DEFAULT (SAFFRON THERAPEUTICS PVT LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-804,IN_RACK,660782,660782,DR0214-25A003722,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 660782",DELETE FROM th214.purchase_issue_item WHERE id = 759887
760383,I37515,2E24159,NEAR_EXPIRY,1,726840,2025-07-11 11:22:51,2025-07-11 11:22:50,,0.00,DIZEXA STRIP OF 15 CAPSULES,2025-10-31,310.00,0.00,EPR,205.97,9.00,9.00,0.00,18.54,18.54,0.00,243.04,,SAFFRON THERAPEUTICS PVT LTD,DEFAULT (SAFFRON THERAPEUTICS PVT LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-804,IN_RACK,676033,676033,DR0214-25A003722,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 676033",DELETE FROM th214.purchase_issue_item WHERE id = 760383
760384,I37515,2E24159,NEAR_EXPIRY,1,726841,2025-07-11 11:22:51,2025-07-11 11:22:51,,0.00,DIZEXA STRIP OF 15 CAPSULES,2025-10-31,310.00,0.00,EPR,205.97,9.00,9.00,0.00,18.54,18.54,0.00,243.04,,SAFFRON THERAPEUTICS PVT LTD,DEFAULT (SAFFRON THERAPEUTICS PVT LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-804,IN_RACK,676860,676860,DR0214-25A003722,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 676860",DELETE FROM th214.purchase_issue_item WHERE id = 760384
760383,I37515,2E24159,NEAR_EXPIRY,1,726840,2025-07-11 11:22:51,2025-07-11 11:22:50,,0.00,DIZEXA STRIP OF 15 CAPSULES,2025-10-31,310.00,0.00,EPR,205.97,9.00,9.00,0.00,18.54,18.54,0.00,243.04,,SAFFRON THERAPEUTICS PVT LTD,DEFAULT (SAFFRON THERAPEUTICS PVT LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-804,IN_RACK,676033,676033,DR0214-25A003722,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 676033",DELETE FROM th214.purchase_issue_item WHERE id = 760383
760384,I37515,2E24159,NEAR_EXPIRY,1,726841,2025-07-11 11:22:51,2025-07-11 11:22:51,,0.00,DIZEXA STRIP OF 15 CAPSULES,2025-10-31,310.00,0.00,EPR,205.97,9.00,9.00,0.00,18.54,18.54,0.00,243.04,,SAFFRON THERAPEUTICS PVT LTD,DEFAULT (SAFFRON THERAPEUTICS PVT LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-804,IN_RACK,676860,676860,DR0214-25A003722,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 676860",DELETE FROM th214.purchase_issue_item WHERE id = 760384
758744,207389,36HPW005,EXPIRED,6,725201,2025-07-11 11:12:16,2025-07-11 11:12:16,,0.00,CALDIKIND 60K BUTTERSCOTCH FLAVOUR SUGAR FREE SACHET OF 1GM GRANULE,2025-03-31,38.05,0.00,EPR,20.38,6.00,6.00,0.00,7.34,7.34,0.00,136.95,,MANKIND PHARMACEUTICALS LTD,DISCOVERY MANKIND (A DIVISION OF MANKIND PHARMA LTD.) (MANKIND PHARMACEUTICALS LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-571,IN_RACK,679886,679886,DR0214-25A003561,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 679886",DELETE FROM th214.purchase_issue_item WHERE id = 758744
760150,T68582,A6MMW002,EXPIRED,1,726607,2025-07-11 11:21:55,2025-07-11 11:21:55,,0.00,DYNAGLIPT D 5MG STRIP OF 10 TABLETS,2025-07-31,129.00,0.00,EPR,90.30,6.00,6.00,0.00,5.42,5.42,0.00,101.14,,MANKIND PHARMACEUTICALS LTD,DISCOVERY MANKIND (A DIVISION OF MANKIND PHARMA LTD.) (MANKIND PHARMACEUTICALS LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-571,IN_RACK,682472,682472,DR0214-25A003561,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 682472",DELETE FROM th214.purchase_issue_item WHERE id = 760150
717189,X35257,MV014,EXPIRED,1,686447,2025-07-03 14:15:36,2025-07-03 14:15:36,,0.00,COSVATE G PLUS PLUS TUBE OF 20GM CREAM,2025-03-31,65.00,0.00,EPR,32.39,9.00,9.00,0.00,2.92,2.92,0.00,38.22,,,DEFAULT (ERIS OAKNET HEALTHCARE PRIVATE LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-825,IN_RACK,573825,573825,DR0214-25A003734,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 573825",DELETE FROM th214.purchase_issue_item WHERE id = 717189
717192,X35257,MV014,EXPIRED,1,686450,2025-07-03 14:15:36,2025-07-03 14:15:36,,0.00,COSVATE G PLUS PLUS TUBE OF 20GM CREAM,2025-03-31,65.00,0.00,EPR,32.39,9.00,9.00,0.00,2.92,2.92,0.00,38.22,,,DEFAULT (ERIS OAKNET HEALTHCARE PRIVATE LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-825,IN_RACK,594336,594336,DR0214-25A003734,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 594336",DELETE FROM th214.purchase_issue_item WHERE id = 717192
717196,X35257,MV014,EXPIRED,1,686454,2025-07-03 14:15:37,2025-07-03 14:15:37,,0.00,COSVATE G PLUS PLUS TUBE OF 20GM CREAM,2025-03-31,65.00,0.00,EPR,32.39,9.00,9.00,0.00,2.92,2.92,0.00,38.22,,ERIS OAKNET HEALTHCARE PRIVATE LIMITED,DEFAULT (ERIS OAKNET HEALTHCARE PRIVATE LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-825,IN_RACK,625789,625789,DR0214-25A003734,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 625789",DELETE FROM th214.purchase_issue_item WHERE id = 717196
717197,X35257,MV014,EXPIRED,1,686455,2025-07-03 14:15:37,2025-07-03 14:15:37,,0.00,COSVATE G PLUS PLUS TUBE OF 20GM CREAM,2025-03-31,65.00,0.00,EPR,32.39,9.00,9.00,0.00,2.92,2.92,0.00,38.22,,ERIS OAKNET HEALTHCARE PRIVATE LIMITED,DEFAULT (ERIS OAKNET HEALTHCARE PRIVATE LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-825,IN_RACK,651477,651477,DR0214-25A003734,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 651477",DELETE FROM th214.purchase_issue_item WHERE id = 717197
717190,X35257,MV013-,EXPIRED,1,686448,2025-07-03 14:15:36,2025-07-03 14:15:36,,0.00,COSVATE G PLUS PLUS TUBE OF 20GM CREAM,2025-03-31,65.00,0.00,EPR,32.39,9.00,9.00,0.00,2.92,2.92,0.00,38.22,,,DEFAULT (ERIS OAKNET HEALTHCARE PRIVATE LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-825,IN_RACK,575458,575458,DR0214-25A003734,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 575458",DELETE FROM th214.purchase_issue_item WHERE id = 717190
717191,X35257,MV004-,EXPIRED,1,686449,2025-07-03 14:15:36,2025-07-03 14:15:36,,0.00,COSVATE G PLUS PLUS TUBE OF 20GM CREAM,2025-02-28,65.00,0.00,EPR,32.39,9.00,9.00,0.00,2.92,2.92,0.00,38.22,,,DEFAULT (ERIS OAKNET HEALTHCARE PRIVATE LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-825,IN_RACK,575459,575459,DR0214-25A003734,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 575459",DELETE FROM th214.purchase_issue_item WHERE id = 717191
717195,X35257,MV004-,EXPIRED,4,686453,2025-07-03 14:15:37,2025-07-03 14:15:37,,0.00,COSVATE G PLUS PLUS TUBE OF 20GM CREAM,2025-02-28,65.00,0.00,EPR,32.39,9.00,9.00,0.00,11.66,11.66,0.00,152.88,,ERIS OAKNET HEALTHCARE PRIVATE LIMITED,DEFAULT (ERIS OAKNET HEALTHCARE PRIVATE LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-825,IN_RACK,622623,622623,DR0214-25A003734,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 622623",DELETE FROM th214.purchase_issue_item WHERE id = 717195
717189,X35257,MV014,EXPIRED,1,686447,2025-07-03 14:15:36,2025-07-03 14:15:36,,0.00,COSVATE G PLUS PLUS TUBE OF 20GM CREAM,2025-03-31,65.00,0.00,EPR,32.39,9.00,9.00,0.00,2.92,2.92,0.00,38.22,,,DEFAULT (ERIS OAKNET HEALTHCARE PRIVATE LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-825,IN_RACK,573825,573825,DR0214-25A003734,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 573825",DELETE FROM th214.purchase_issue_item WHERE id = 717189
717192,X35257,MV014,EXPIRED,1,686450,2025-07-03 14:15:36,2025-07-03 14:15:36,,0.00,COSVATE G PLUS PLUS TUBE OF 20GM CREAM,2025-03-31,65.00,0.00,EPR,32.39,9.00,9.00,0.00,2.92,2.92,0.00,38.22,,,DEFAULT (ERIS OAKNET HEALTHCARE PRIVATE LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-825,IN_RACK,594336,594336,DR0214-25A003734,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 594336",DELETE FROM th214.purchase_issue_item WHERE id = 717192
717196,X35257,MV014,EXPIRED,1,686454,2025-07-03 14:15:37,2025-07-03 14:15:37,,0.00,COSVATE G PLUS PLUS TUBE OF 20GM CREAM,2025-03-31,65.00,0.00,EPR,32.39,9.00,9.00,0.00,2.92,2.92,0.00,38.22,,ERIS OAKNET HEALTHCARE PRIVATE LIMITED,DEFAULT (ERIS OAKNET HEALTHCARE PRIVATE LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-825,IN_RACK,625789,625789,DR0214-25A003734,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 625789",DELETE FROM th214.purchase_issue_item WHERE id = 717196
717197,X35257,MV014,EXPIRED,1,686455,2025-07-03 14:15:37,2025-07-03 14:15:37,,0.00,COSVATE G PLUS PLUS TUBE OF 20GM CREAM,2025-03-31,65.00,0.00,EPR,32.39,9.00,9.00,0.00,2.92,2.92,0.00,38.22,,ERIS OAKNET HEALTHCARE PRIVATE LIMITED,DEFAULT (ERIS OAKNET HEALTHCARE PRIVATE LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-825,IN_RACK,651477,651477,DR0214-25A003734,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 651477",DELETE FROM th214.purchase_issue_item WHERE id = 717197
717194,X35257,MV015-,EXPIRED,1,686452,2025-07-03 14:15:37,2025-07-03 14:15:37,,0.00,COSVATE G PLUS PLUS TUBE OF 20GM CREAM,2025-03-31,65.00,0.00,EPR,32.39,9.00,9.00,0.00,2.92,2.92,0.00,38.22,,ERIS OAKNET HEALTHCARE PRIVATE LIMITED,DEFAULT (ERIS OAKNET HEALTHCARE PRIVATE LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-825,IN_RACK,620922,620922,DR0214-25A003734,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 620922",DELETE FROM th214.purchase_issue_item WHERE id = 717194
717191,X35257,MV004-,EXPIRED,1,686449,2025-07-03 14:15:36,2025-07-03 14:15:36,,0.00,COSVATE G PLUS PLUS TUBE OF 20GM CREAM,2025-02-28,65.00,0.00,EPR,32.39,9.00,9.00,0.00,2.92,2.92,0.00,38.22,,,DEFAULT (ERIS OAKNET HEALTHCARE PRIVATE LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-825,IN_RACK,575459,575459,DR0214-25A003734,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 575459",DELETE FROM th214.purchase_issue_item WHERE id = 717191
717195,X35257,MV004-,EXPIRED,4,686453,2025-07-03 14:15:37,2025-07-03 14:15:37,,0.00,COSVATE G PLUS PLUS TUBE OF 20GM CREAM,2025-02-28,65.00,0.00,EPR,32.39,9.00,9.00,0.00,11.66,11.66,0.00,152.88,,ERIS OAKNET HEALTHCARE PRIVATE LIMITED,DEFAULT (ERIS OAKNET HEALTHCARE PRIVATE LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-825,IN_RACK,622623,622623,DR0214-25A003734,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 622623",DELETE FROM th214.purchase_issue_item WHERE id = 717195
