id,ucode,batch,return_reason,return_quantity,purchase_issue_id,created_on,updated_on,bin,discount_percentage,name,expiry,mrp,discount_amount,discount_on,epr,sgst,cgst,igst,sgst_amount,cgst_amount,igst_amount,amount,purchase_rate,brand,division,item_type,pts,gst_applicable,pr,assigned_bin,status,pre_purchase_issue_id,ppio_in_PR,source_debit_note_number,source_tenant,update_pre_purchase_query,delete_purchase_issue_item_query
759478,F13360,23442459,EXPIRED,3,725935,2025-07-11 11:18:14,2025-07-11 11:18:14,,0.00,LINAPIL D 10 TABLET 10 NO'S,2025-06-30,165.00,0.00,EPR,108.19,6.00,6.00,0.00,19.47,19.47,0.00,363.52,,ALKEM LABORATORIES LTD,DIABETOLOGY (ALKEM LABORATORIES LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-148,IN_RACK,659789,659789,DR0214-25A003023,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 659789",DELETE FROM th214.purchase_issue_item WHERE id = 759478
716405,I36208,R0H23001,EXPIRED,1,685663,2025-07-03 14:13:15,2025-07-03 14:13:15,,0.00,RABITOCH 20MG STRIP OF 10 TABLETS,2025-02-28,77.00,0.00,EPR,53.90,6.00,6.00,0.00,3.23,3.23,0.00,60.37,,,DEFAULT (PHARMED PRIVATE LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-334,IN_RACK,589127,589127,DR0214-25A003303,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 589127",DELETE FROM th214.purchase_issue_item WHERE id = 716405
760418,M47481,GA41151,EXPIRED,1,726875,2025-07-11 11:22:56,2025-07-11 11:22:56,,0.00,AXBEX STRIP OF 15 TABLETS,2025-08-31,117.39,0.00,EPR,59.69,6.00,6.00,0.00,3.58,3.58,0.00,66.85,,OZONE PHARMACEUTICALS LTD,NUCLEUS (OZONE PHARMACEUTICALS LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-528,IN_RACK,667119,667119,DR0214-25A002128,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 667119",DELETE FROM th214.purchase_issue_item WHERE id = 760418
760487,F85764,ED039,EXPIRED,1,726944,2025-07-11 11:23:06,2025-07-11 11:23:06,,0.00,START-UP BOTTLE OF 30 TABLETS,2025-09-30,690.00,0.00,EPR,421.02,6.00,6.00,0.00,25.26,25.26,0.00,471.54,,UNIWELL MEDICARE PVT LTD,DEFAULT (UNIWELL MEDICARE PVT LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-703,IN_RACK,693347,693347,DR0214-25A002143,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 693347",DELETE FROM th214.purchase_issue_item WHERE id = 760487
715422,V19202,GT04533,EXPIRED,1,684680,2025-07-03 14:11:26,2025-07-03 14:11:26,,0.00,APDROPS KT 0.4 BOTTLE OF 5ML EYE DROPS,2025-01-31,184.00,0.00,EPR,129.02,6.00,6.00,0.00,7.74,7.74,0.00,144.50,,AJANTA PHARMA LIMITED,ANVAXX (AJANTA PHARMA LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-702,IN_RACK,611996,611996,DR0214-25A003127,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 611996",DELETE FROM th214.purchase_issue_item WHERE id = 715422
760401,V19202,GT14133,EXPIRED,1,726858,2025-07-11 11:22:54,2025-07-11 11:22:53,,0.00,APDROPS KT 0.4 BOTTLE OF 5ML EYE DROPS,2025-08-31,201.00,0.00,EPR,126.36,6.00,6.00,0.00,7.58,7.58,0.00,141.52,,AJANTA PHARMA LIMITED,ANVAXX (AJANTA PHARMA LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-702,IN_RACK,648547,648547,DR0214-25A003127,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 648547",DELETE FROM th214.purchase_issue_item WHERE id = 760401
715404,L26485,SPC230359,EXPIRED,1,684662,2025-07-03 14:11:22,2025-07-03 14:11:22,,0.00,GABANEURON 300 MG STRIP OF 15 TABLETS,2025-02-28,268.00,0.00,EPR,187.93,6.00,6.00,0.00,11.28,11.28,0.00,210.48,,ARISTO PHARMACEUTICALS PVT LTD,DEFAULT (ARISTO PHARMACEUTICALS PVT LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-528,IN_RACK,612866,612866,DR0214-25A003238,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 612866",DELETE FROM th214.purchase_issue_item WHERE id = 715404
716467,H53321,H19,EXPIRED,81,685725,2025-07-03 14:13:22,2025-07-03 14:13:22,,0.00,INFLUVAC TETRA 2024 PRE FILLED SYRINGE OF 0.5ML SUSPENSION FOR VACCINE,2025-01-31,2222.00,0.00,EPR,980.00,2.50,2.50,0.00,1984.50,1984.50,0.00,83349.00,,ABBOTT INDIA LTD,DEFAULT (ABBOTT INDIA LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-377,IN_RACK,628204,628204,DR0214-25A003260,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 628204",DELETE FROM th214.purchase_issue_item WHERE id = 716467
716260,240360,23100004A,EXPIRED,1,685518,2025-07-03 14:12:58,2025-07-03 14:12:58,,0.00,APCOD SACHET OF 5GM ORAL POWDER,2025-03-31,39.00,0.00,EPR,25.57,9.00,9.00,0.00,2.30,2.30,0.00,30.17,,SHIELD HEALTH CARE PVT LTD,PROGEN (SHIELD HEALTH CARE PVT LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-323,IN_RACK,641397,641397,DR0214-25A003247,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 641397",DELETE FROM th214.purchase_issue_item WHERE id = 716260
716261,I15210,R23110103B,EXPIRED,1,685519,2025-07-03 14:12:59,2025-07-03 14:12:58,,0.00,M TORR 800MG STRIP OF 10 CAPSULES,2025-01-31,365.00,0.00,EPR,202.09,9.00,9.00,0.00,18.19,18.19,0.00,238.47,,SHIELD HEALTH CARE PVT LTD,NUTRI (SHIELD HEALTH CARE PVT LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-323,IN_RACK,651482,651482,DR0214-25A003247,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 651482",DELETE FROM th214.purchase_issue_item WHERE id = 716261
730376,X40524,F23010004A,EXPIRED,1,698500,2025-07-05 14:03:32,2025-07-05 14:03:32,,0.00,UTI FLUSH SACHET OF 3.5GM POWDER (PACK OF 7),2025-03-31,455.00,0.00,EPR,283.18,9.00,9.00,0.00,25.49,25.49,0.00,334.15,,SHIELD HEALTH CARE PVT LTD,PROGEN (SHIELD HEALTH CARE PVT LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-323,IN_RACK,655467,655467,DR0214-25A003247,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 655467",DELETE FROM th214.purchase_issue_item WHERE id = 730376
759300,R41863,NBVD004,EXPIRED,1,725757,2025-07-11 11:15:23,2025-07-11 11:15:23,,0.00,NEW NEKO DAILY HYGIENE SOAP 24 HOURS GERM PROTECTION - 100G ( PACK OF 1 ),2025-05-31,70.00,0.00,EPR,51.03,9.00,9.00,0.00,4.59,4.59,0.00,60.22,,PIRAMAL PHARMA LIMITED,DEFAULT (PIRAMAL PHARMA LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-138,IN_RACK,655437,655437,DR0214-25A003012,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 655437",DELETE FROM th214.purchase_issue_item WHERE id = 759300
760448,R41863,NBVD005,EXPIRED,1,726905,2025-07-11 11:23:00,2025-07-11 11:23:00,,0.00,NEW NEKO DAILY HYGIENE SOAP 24 HOURS GERM PROTECTION - 100G ( PACK OF 1 ),2025-08-31,77.00,0.00,EPR,51.03,9.00,9.00,0.00,4.59,4.59,0.00,60.22,,PIRAMAL PHARMA LIMITED,DEFAULT (PIRAMAL PHARMA LIMITED),EXPIRED,0.00,1,0.00,PR0-R00-S00-138,IN_RACK,653756,653756,DR0214-25A003012,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 653756",DELETE FROM th214.purchase_issue_item WHERE id = 760448
761398,H08245,SGW0043,EXPIRED,1,727853,2025-07-12 08:26:37,2025-07-12 08:26:37,,0.00,ROSEDAY A 10MG STRIP OF 10 CAPSULE,2024-12-31,78.95,0.00,EPR,51.76,6.00,6.00,0.00,3.11,3.11,0.00,57.97,,USV PVT LTD,CONQUER (USV PVT LTD),EXPIRED,0.00,1,0.00,PR0-R00-S00-317,IN_RACK,612780,612780,DR0214-25A003198,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 612780",DELETE FROM th214.purchase_issue_item WHERE id = 761398
759314,I46767,PAC23009,EXPIRED,1,725771,2025-07-11 11:17:44,2025-07-11 11:17:44,,0.00,PACIMOL MF 250MG SUSPENSION 60ML,2025-06-30,68.30,0.00,EPR,39.52,6.00,6.00,0.00,2.37,2.37,0.00,44.26,,IPCA LABORATORIES,INTIMA (IPCA LABORATORIES),EXPIRED,0.00,1,0.00,PR0-R00-S00-349,IN_RACK,613495,613495,DR0214-25A003165,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 613495",DELETE FROM th214.purchase_issue_item WHERE id = 759314
759316,I46767,PAC23009,EXPIRED,1,725773,2025-07-11 11:17:44,2025-07-11 11:17:44,,0.00,PACIMOL MF 250MG SUSPENSION 60ML,2025-06-30,68.30,0.00,EPR,39.52,6.00,6.00,0.00,2.37,2.37,0.00,44.26,,IPCA LABORATORIES,INTIMA (IPCA LABORATORIES),EXPIRED,0.00,1,0.00,PR0-R00-S00-349,IN_RACK,626959,626959,DR0214-25A003165,th214,"UPDATE th214.pre_purchase_issue_order SET updated_on = NOW(), status = 'CREATED' WHERE id = 626959",DELETE FROM th214.purchase_issue_item WHERE id = 759316
